passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",92,Manuel,,Neuer,2444,1986-03-27,193,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14712,right,M. Neuer,3148,Manuel Neuer,Manuel Neuer,Manuel Neuer,de GER,GK,Bayern Munich,31,1986,3.0,82,95,86.3,2391,1500,7,7,100.0,39,40,97.5,36,48,75.0,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,95,75,20,3,0,2,0,0,0,0,0,0,82,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,14,0,0,,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",83,Holger,,Badstuber,2445,1989-03-13,189,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14715,left,H. Badstuber,null,Holger Badstuber,Holger Badstuber,Holger Badstuber,de GER,"DF,MF",Stuttgart,28,1989,24.1,910,1100,82.7,18521,6932,275,309,89.0,493,546,90.3,136,220,61.8,0,0.1,0.4,-0.1,1,43,0,0,47,44,56.4,29,14,1,22,39,17,27,14,13,41,85,111,4,Matches,1100,1046,48,47,0,8,2,1,0,0,0,0,910,6,9,2,0,0.0,22,17,0,2,41,32,0,0,0,119,58,30,65.9,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",90,J\u00e9r\u00f4me,,Boateng,2444,1988-09-03,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14716,right,J. Boateng,3148,Jérôme Boateng,Jérôme Boateng,Jérôme Boateng,de GER,DF,Bayern Munich,28,1988,18.2,1236,1445,85.5,28953,12627,258,274,94.2,711,758,93.8,264,391,67.5,2,1.7,2.9,0.3,12,171,20,5,127,26,59.4,18,7,1,19,32,13,20,12,8,21,47,52,1,Matches,1445,1391,43,38,2,25,19,4,1,0,0,0,1236,11,7,4,0,0.0,14,7,0,19,21,18,0,0,0,106,33,13,71.7,Germany
"{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",80,Arjen,,Robben,2444,1984-01-23,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",14727,left,A. Robben,null,Arjen Robben,Arjen Robben,Arjen Robben,nl NED,"FW,MF",Bayern Munich,33,1984,16.7,711,882,80.6,11906,3243,380,437,87.0,248,307,80.8,66,100,66.0,5,5.1,5.1,-0.1,34,60,54,7,122,14,33.3,1,7,6,4,12,8,9,0,9,4,18,4,0,Matches,882,774,108,20,0,13,65,52,36,20,8,0,711,0,16,0,0,0.0,10,25,9,65,4,11,1,0,0,52,16,11,59.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",75,Thomas,,M\u00fcller,2444,1989-09-13,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14732,right,T. M\u00fcller,3148,Thomas Müller,Thomas Müller,Thomas Müller,de GER,"MF,FW",Bayern Munich,27,1989,22.3,752,1025,73.4,12046,2671,402,499,80.6,278,371,74.9,52,96,54.2,14,10.3,7.9,3.7,57,54,45,21,87,35,48.1,10,15,10,13,27,14,17,1,16,7,42,14,1,Matches,1025,989,33,4,1,8,79,14,1,0,0,0,752,3,44,4,0,0.0,21,14,10,79,7,30,0,0,0,52,33,47,41.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",85,Nils,,Petersen,2453,1988-12-06,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14734,right,N. Petersen,null,Nils Petersen,Nils Petersen,Nils Petersen,de GER,FW,Freiburg,28,1988,24.9,405,639,63.4,5446,1470,214,295,72.5,120,218,55.0,17,42,40.5,1,2.7,3.0,-1.7,36,33,17,2,48,27,37.0,7,18,2,10,27,17,28,2,26,17,44,33,0,Matches,639,586,50,0,1,2,18,0,0,0,0,0,405,3,23,4,1,1.0,16,19,9,18,17,18,4,0,0,54,89,156,36.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",84,Sven,,Ulreich,2444,1988-08-03,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14736,right,S. Ulreich,null,Sven Ulreich,Sven Ulreich,Sven Ulreich,de GER,GK,Bayern Munich,28,1988,29.0,734,951,77.2,20298,15496,117,117,100.0,375,379,98.9,242,449,53.9,0,0.0,0.0,0.0,0,6,0,0,0,1,100.0,1,0,0,1,1,0,0,0,0,3,4,6,1,Matches,951,757,191,37,0,3,0,1,0,0,0,0,734,3,3,1,0,0.0,1,2,0,0,3,0,0,1,0,84,8,2,80.0,Germany
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",74,Gotoku,,Sakai,2450,1991-03-14,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",14749,right,G. Sakai,12913,Gotoku Sakai,Gōtoku Sakai,Gōtoku Sakai,jp JPN,"DF,MF",Hamburger SV,26,1991,25.4,1036,1368,75.7,19068,7309,460,553,83.2,434,547,79.3,128,211,60.7,0,0.7,1.7,-0.7,13,116,21,7,151,50,46.8,25,18,7,22,47,25,40,12,28,44,94,55,0,Matches,1368,1167,199,22,0,18,40,174,3,1,0,0,1036,2,45,2,0,0.0,30,26,0,40,44,40,0,0,0,130,37,42,46.8,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",81,Christian,,Gentner,2445,1985-08-14,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14754,right,C. Gentner,null,Christian Gentner,Christian Gentner,Christian Gentner,de GER,MF,Stuttgart,31,1985,26.8,881,1255,70.2,15248,5122,390,477,81.8,371,494,75.1,89,206,43.2,2,2.6,2.9,-0.6,25,130,30,12,141,91,52.4,35,44,12,44,84,40,41,5,36,35,126,52,0,Matches,1255,1211,39,22,0,1,52,17,0,0,0,0,881,5,40,3,0,0.0,56,41,4,52,35,67,0,0,0,142,23,47,32.9,Germany
"{'name': 'Guinea', 'id': '324', 'alpha3code': 'GIN', 'alpha2code': 'GN'}",61,Ibrahima,,Traor\u00e9,2454,1988-04-21,171,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",14758,left,I. Traor\u00e9,null,Ibrahima Traoré,Ibrahima Traoré,Ibrahima Traoré,gn GUI,MF,Gladbach,29,1988,2.2,92,122,75.4,1652,524,41,46,89.1,36,47,76.6,11,21,52.4,0,0.3,0.6,-0.3,5,7,8,6,14,4,57.1,2,2,0,4,7,3,2,0,2,0,4,1,0,Matches,122,114,7,0,1,2,17,2,5,0,3,0,92,1,4,0,0,0.0,1,2,2,17,0,2,0,0,0,9,0,0,,Germany
"{'name': 'Austria', 'id': '40', 'alpha3code': 'AUT', 'alpha2code': 'AT'}",80,Martin,,Harnik,2455,1987-06-10,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14760,right,M. Harnik,null,Martin Harnik,Martin Harnik,Martin Harnik,at AUT,"FW,MF",Hannover 96,30,1987,21.0,387,597,64.8,6159,1354,211,308,68.5,121,176,68.8,35,54,64.8,2,1.4,1.2,0.6,17,31,14,3,50,17,16.0,4,10,3,4,25,21,21,2,19,8,25,26,0,Matches,597,574,22,1,1,6,19,11,0,0,0,0,387,1,27,2,0,0.0,40,21,6,19,8,10,0,1,0,60,59,66,47.2,Germany
"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",82,Vedad,,Ibi\u0161evi\u0107,2457,1984-08-06,188,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Bosnia-Herzegovina', 'id': '70', 'alpha3code': 'BIH', 'alpha2code': 'BA'}",14762,right,V. Ibi\u0161evi\u0107,10001,Vedad Ibišević,Vedad Ibišević,Vedad Ibišević,ba BIH,FW,Hertha BSC,32,1984,16.1,262,372,70.4,3921,583,142,185,76.8,95,129,73.6,14,21,66.7,4,1.6,1.3,2.4,14,24,3,0,24,10,57.1,1,5,4,4,7,3,8,1,7,4,14,23,0,Matches,372,332,39,1,0,2,5,0,0,0,0,0,262,1,17,4,1,0.0,41,24,7,5,4,8,0,0,0,31,50,66,43.1,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",83,Julian,,Schieber,2457,1989-02-13,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14764,left,J. Schieber,null,Julian Schieber,Julian Schieber,Julian Schieber,de GER,"MF,FW",Hertha BSC,28,1989,0.6,6,13,46.2,98,49,4,7,57.1,1,5,20.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0,1,1,1,0,1,0,1,0,1,2,0,Matches,13,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.0,2,1,0,0,0,1,0,0,0,1,4,0,100.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",87,Ren\u00e9,,Adler,2460,1985-01-15,191,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14766,right,R. Adler,null,René Adler,René Adler,René Adler,de GER,GK,Mainz 05,32,1985,14.0,283,442,64.0,9161,7415,28,28,100.0,143,148,96.6,112,263,42.6,0,0.3,0.0,-0.3,1,8,0,0,0,1,100.0,1,0,0,1,1,0,0,0,0,0,1,8,1,Matches,442,293,146,29,0,0,0,0,0,0,0,0,283,3,0,0,0,0.0,1,4,0,0,0,1,0,1,0,33,5,0,100.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",83,Bernd,,Leno,2446,1992-03-04,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14768,right,B. Leno,null,Bernd Leno,Bernd Leno,Bernd Leno,de GER,GK,Leverkusen,25,1992,33.0,875,1245,70.3,25960,18891,109,109,100.0,446,452,98.7,317,679,46.7,0,0.2,0.1,-0.2,3,20,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,1,11,2,Matches,1245,918,327,77,0,3,0,0,0,0,0,0,875,0,2,1,0,0.0,0,9,0,0,1,0,0,0,0,56,10,1,90.9,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",85,Bastian,,Oczipka,2449,1989-01-12,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14775,left,B. Oczipka,null,Bastian Oczipka,Bastian Oczipka,Bastian Oczipka,de GER,"DF,MF",Schalke 04,28,1989,25.8,1023,1418,72.1,18155,7424,454,516,88.0,450,596,75.5,108,237,45.6,2,4.5,4.9,-2.5,57,87,28,14,135,60,78.4,29,26,5,29,37,8,41,2,39,40,100,40,1,Matches,1418,1037,371,72,1,3,164,240,59,5,49,4,1023,10,64,2,0,0.0,20,52,2,164,40,48,0,1,0,127,13,25,34.2,Germany
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",83,\u00d6mer,,Toprak,2447,1989-07-21,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14778,right,\u00d6. Toprak,null,Ömer Toprak,Ömer Toprak,Ömer Toprak,tr TUR,DF,Dortmund,28,1989,22.4,1665,1856,89.7,32564,11233,525,569,92.3,946,1012,93.5,176,243,72.4,1,0.8,0.9,0.2,5,132,2,0,111,36,89.7,29,6,1,26,29,3,27,16,11,21,57,104,1,Matches,1856,1803,49,47,1,11,0,2,0,0,0,0,1665,4,10,1,0,0.0,20,25,0,0,21,25,0,0,0,145,78,34,69.6,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",81,Lars,,Bender,2446,1989-04-27,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14781,right,L. Bender,null,Lars Bender,Lars Bender,Lars Bender,de GER,"DF,MF",Leverkusen,28,1989,17.7,731,961,76.1,11933,5444,362,427,84.8,294,369,79.7,52,114,45.6,4,2.0,1.5,2.0,19,79,20,7,115,63,66.0,26,32,5,35,53,18,34,7,27,28,91,40,0,Matches,961,839,121,25,2,7,33,96,0,0,0,0,731,1,26,5,0,0.0,10,23,1,33,28,52,0,0,0,68,35,25,58.3,Germany
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",80,Karim,,Bellarabi,2446,1990-04-08,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14786,right,K. Bellarabi,null,Karim Bellarabi,Karim Bellarabi,Karim Bellarabi,de GER,"MF,FW",Leverkusen,27,1990,12.7,396,541,73.2,6045,1787,231,270,85.6,121,165,73.3,30,66,45.5,3,4.3,4.5,-1.3,27,27,31,11,51,22,52.6,10,9,3,10,19,9,26,1,25,13,35,5,0,Matches,541,503,35,6,2,4,56,26,2,0,0,0,396,3,22,2,0,0.0,19,21,3,56,13,17,0,0,0,58,2,6,25.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",81,Stefan,,Kie\u00dfling,,1984-01-25,191,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14788,right,S. Kie\u00dfling,null,Stefan Kießling,Stefan Kießling,Stefan Kießling,de GER,"DF,MF",Leverkusen,33,1984,0.9,15,27,55.6,180,31,10,18,55.6,4,6,66.7,0,1,0.0,0,0.2,0.1,-0.2,2,1,0,0,0,0,,0,0,0,0,0,0,2,0,2,0,0,1,0,Matches,27,27,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0.0,1,3,1,0,0,0,0,0,0,3,7,6,53.8,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",73,Andr\u00e9,,Sch\u00fcrrle,2447,1990-11-06,184,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14789,right,A. Sch\u00fcrrle,null,André Schürrle,André Schürrle,André Schürrle,de GER,FW,Dortmund,26,1990,13.7,398,547,72.8,5845,1302,226,274,82.5,115,156,73.7,31,66,47.0,6,3.7,2.7,2.3,18,27,19,5,57,22,50.0,8,7,7,9,18,9,13,1,12,7,29,7,1,Matches,547,506,40,3,2,5,55,7,23,9,11,0,398,1,18,0,0,0.0,13,15,11,55,7,19,0,0,0,46,18,22,45.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",90,Roman,,Weidenfeller,,1980-08-06,190,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14794,left,R. Weidenfeller,null,Roman Weidenfeller,Roman Weidenfeller,Roman Weidenfeller,de GER,GK,Dortmund,36,1980,1.0,19,41,46.3,508,392,5,5,100.0,6,6,100.0,8,30,26.7,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches,41,27,14,6,0,0,0,0,0,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",92,Mats ,,Hummels,2444,1988-12-16,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14795,right,M. Hummels,3148,Mats  Hummels,Mats Hummels,Mats Hummels,de GER,DF,Bayern Munich,28,1988,24.6,1768,2032,87.0,37959,17092,430,488,88.1,1076,1153,93.3,250,363,68.9,1,0.3,1.6,0.7,7,194,11,0,184,62,68.6,41,18,3,35,51,16,31,12,19,55,117,59,2,Matches,2032,1991,37,33,2,22,5,4,0,0,0,0,1768,4,13,3,0,0.0,18,6,1,5,55,52,0,0,0,145,72,39,64.9,Germany
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",79,\u0141ukasz,,Piszczek,2447,1985-06-03,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",14798,right,\u0141. Piszczek,13869,Łukasz Piszczek,Łukasz Piszczek,Łukasz Piszczek,pl POL,DF,Dortmund,32,1985,23.8,1265,1609,78.6,21799,7203,571,661,86.4,544,676,80.5,119,200,59.5,3,2.5,2.3,0.5,17,95,26,9,121,51,57.7,23,23,5,30,52,22,39,11,28,42,93,64,1,Matches,1609,1342,264,21,0,2,56,243,0,0,0,0,1265,3,37,3,0,0.0,22,24,2,56,42,37,1,0,0,91,63,37,63.0,Germany
"{'name': 'United States', 'id': '840', 'alpha3code': 'USA', 'alpha2code': 'US'}",83,Neven,,Suboti\u0107,3782,1988-12-10,191,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",14801,right,N. Suboti\u0107,null,Neven Subotić,Neven Subotić,Neven Subotić,rs SRB,DF,Dortmund,28,1988,3.0,219,257,85.2,4440,1543,68,73,93.2,119,137,86.9,30,43,69.8,0,0.0,0.1,0.0,0,13,0,0,11,9,85.7,5,3,1,6,7,1,6,2,4,5,14,16,0,Matches,257,250,7,7,0,4,0,0,0,0,0,0,219,0,1,1,0,0.0,4,2,0,0,5,9,0,0,0,15,7,7,50.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",78,Marvin,,Bakalorz,2455,1989-09-13,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14802,right,M. Bakalorz,null,Marvin Bakalorz,Marvin Bakalorz,Marvin Bakalorz,de GER,MF,Hannover 96,27,1989,22.8,432,628,68.8,7138,2289,225,289,77.9,145,207,70.0,47,87,54.0,1,2.1,1.3,-1.1,14,58,11,0,72,44,59.5,19,23,2,22,37,15,38,7,31,20,64,46,1,Matches,628,617,7,5,2,1,11,2,0,0,0,0,432,4,21,4,0,0.0,33,53,3,11,20,25,0,0,0,91,32,27,54.2,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",80,Sven,,Bender,2446,1989-04-27,186,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14803,right,S. Bender,null,Sven Bender,Sven Bender,Sven Bender,de GER,DF,Leverkusen,28,1989,26.1,1375,1604,85.7,26219,9669,499,551,90.6,725,793,91.4,142,232,61.2,0,0.2,0.6,-0.2,4,82,3,0,110,51,76.5,33,18,0,26,34,8,49,21,28,50,101,123,1,Matches,1604,1548,52,50,0,3,0,2,0,0,0,0,1375,4,9,0,0,0.0,19,18,2,0,50,37,0,0,0,121,78,63,55.3,Germany
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",77,Jakub,,B\u0142aszczykowski,2451,1985-12-14,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",14804,right,J. B\u0142aszczykowski,13869,Jakub Błaszczykowski,Jakub Błaszczykowski,Jakub Błaszczykowski,pl POL,"FW,MF",Wolfsburg,31,1985,5.8,137,197,69.5,2349,751,71,90,78.9,51,72,70.8,12,23,52.2,0,0.4,1.2,-0.4,7,13,7,3,25,12,46.2,8,2,2,6,13,7,11,3,8,5,17,3,0,Matches,197,193,4,1,0,1,17,2,1,0,1,0,137,0,14,0,0,0.0,4,8,0,17,5,8,0,0,0,24,9,7,56.3,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",75,Mario,,G\u00f6tze,2447,1992-06-03,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14806,right,M. G\u00f6tze,null,Mario Götze,Mario Götze,Mario Götze,de GER,MF,Dortmund,25,1992,17.8,818,1034,79.1,11496,3342,481,553,87.0,243,302,80.5,40,82,48.8,3,6.0,5.2,-3.0,40,76,44,6,125,50,41.2,19,24,7,14,34,20,17,1,16,8,58,9,0,Matches,1034,976,50,14,6,6,42,12,22,5,10,2,818,8,28,1,0,0.0,25,29,5,42,8,43,0,0,0,78,9,11,45.0,Germany
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",68,Shinji,,Kagawa,2447,1989-03-17,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",14816,right,S. Kagawa,12913,Shinji Kagawa,Shinji Kagawa,Shinji Kagawa,jp JPN,MF,Dortmund,28,1989,13.0,650,771,84.3,10389,2703,332,353,94.1,225,269,83.6,54,87,62.1,2,2.9,2.4,-0.9,22,77,25,1,109,32,66.7,11,14,7,18,27,9,6,0,6,6,38,2,0,Matches,771,716,53,24,0,5,36,6,22,10,8,2,650,2,10,0,0,0.0,9,17,1,36,6,22,1,0,0,59,2,15,11.8,Germany
"{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",79,Robert,,Lewandowski,2444,1988-08-21,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Poland', 'id': '616', 'alpha3code': 'POL', 'alpha2code': 'PL'}",14817,right,R. Lewandowski,13869,Robert Lewandowski,Robert Lewandowski,Robert Lewandowski,pl POL,FW,Bayern Munich,28,1988,24.1,472,613,77.0,7147,1289,254,320,79.4,173,201,86.1,26,37,70.3,2,2.4,2.5,-0.4,21,41,18,0,71,5,0.0,1,1,3,0,3,3,6,0,6,5,10,10,0,Matches,613,591,18,4,1,2,15,0,0,0,0,0,472,4,26,1,0,0.0,37,37,25,15,5,3,2,0,0,51,49,61,44.5,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",99,Michael,,Esser,2455,1987-11-22,198,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14821,right,M. Esser,null,Michael Esser,Michael Esser,Michael Esser,de GER,GK,Hannover 96,29,1987,3.0,93,122,76.2,2857,2197,8,8,100.0,43,43,100.0,41,70,58.6,0,0.0,0.0,0.0,0,4,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches,122,86,36,11,0,0,0,0,0,0,0,0,93,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,2,0,100.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",85,Andreas,,Luthe,2481,1987-03-10,195,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14822,right,A. Luthe,null,Andreas Luthe,Andreas Luthe,Andreas Luthe,de GER,GK,Augsburg,30,1987,2.0,63,79,79.7,1695,1087,8,8,100.0,36,36,100.0,18,34,52.9,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,79,62,17,3,0,0,0,0,0,0,0,0,63,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,Germany
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",76,Christoph,,Kramer,2454,1991-02-19,191,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14838,right,C. Kramer,null,Christoph Kramer,Christoph Kramer,Christoph Kramer,de GER,MF,Gladbach,26,1991,23.9,1340,1535,87.3,22143,5961,646,704,91.8,546,613,89.1,106,147,72.1,0,0.5,0.7,-0.5,13,136,10,0,142,89,51.3,43,34,12,39,76,37,29,4,25,43,132,37,1,Matches,1535,1452,78,74,0,14,7,4,0,0,0,0,1340,5,23,5,0,0.0,45,27,0,7,43,70,0,1,0,143,19,23,45.2,Germany
