passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",87,Maksym,,Koval,677,1992-12-09,188,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Ukraine', 'id': '804', 'alpha3code': 'UKR', 'alpha2code': 'UA'}",105587,right,M. Koval,14622,Maksym Koval,Maksym Koval,Maksym Koval,ua UKR,GK,La Coruña,24,1992,1.3,32,48,66.7,1200,860,5,5,100.0,7,8,87.5,20,35,57.1,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,Matches,48,24,24,5,0,1,0,0,0,0,0,0,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,,Spain
"{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",80,Thomas,,Vermaelen,676,1985-11-14,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",7860,left,T. Vermaelen,5629,Thomas Vermaelen,Thomas Vermaelen,Thomas Vermaelen,be BEL,DF,Barcelona,31,1985,11.3,603,650,92.8,12304,3928,187,193,96.9,320,338,94.7,91,105,86.7,1,0.4,0.1,0.6,3,22,2,0,43,13,45.5,7,5,1,5,11,6,10,3,7,18,31,28,0,Matches,650,629,19,17,1,9,2,2,0,0,0,0,603,2,5,3,0,0,9,3,1,2,18,9,0,0,0,57,18,11,62.1,Spain
"{'name': 'Reunion', 'id': '638', 'alpha3code': 'REU', 'alpha2code': 'RE'}",74,Francis,,Coquelin,674,1991-05-13,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",7864,right,F. Coquelin,null,Francis Coquelin,Francis Coquelin,Francis Coquelin,fr FRA,"MF,DF",Valencia,26,1991,7.3,256,310,82.6,4423,1405,126,140,90.0,91,109,83.5,29,41,70.7,0,0.1,0.1,-0.1,2,33,1,0,28,18,56.3,11,6,1,9,16,7,9,2,7,20,38,23,0,Matches,310,296,9,8,0,8,1,1,0,0,0,0,256,5,4,2,0,0,13,7,1,1,20,14,0,0,0,60,20,6,76.9,Spain
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",77,Sa\u0161a,,Luki\u0107,695,1996-08-13,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",237269,right,S. Luki\u0107,17324,Saša Lukić,Saša Lukić,Saša Lukić,rs SRB,MF,Levante,20,1996,11.0,289,345,83.8,4541,1376,138,157,87.9,118,132,89.4,17,30,56.7,1,1.6,1.2,-0.6,9,23,5,1,32,21,31.3,9,8,4,5,16,11,14,6,8,17,38,13,0,Matches,345,333,10,10,2,1,5,0,0,0,0,0,289,2,5,4,0,0,24,15,0,5,17,16,0,1,0,60,12,13,48.0,Spain
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",66,Luka,,Modri\u0107,675,1985-09-09,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",8287,right,L. Modri\u0107,9598,Luka Modrić,Luka Modrić,Luka Modrić,hr CRO,MF,Real Madrid,31,1985,21.9,1394,1572,88.7,24341,7975,692,739,93.6,491,545,90.1,169,207,81.6,6,4.2,4.0,1.8,39,196,42,1,254,33,36.6,14,15,4,15,41,26,13,4,9,31,64,7,0,Matches,1572,1530,36,29,11,33,18,1,6,0,4,0,1394,6,21,3,0,0,20,31,0,18,31,22,1,0,0,149,7,12,36.8,Spain
"{'name': 'Montenegro', 'id': '499', 'alpha3code': 'MNE', 'alpha2code': 'ME'}",80,Stefan,,Savi\u0107,679,1991-01-08,187,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Montenegro', 'id': '499', 'alpha3code': 'MNE', 'alpha2code': 'ME'}",8311,right,S. Savi\u0107,17371,Stefan Savić,Stefan Savić,Stefan Savić,me MNE,DF,Atlético Madrid,26,1991,25.5,809,994,81.4,16894,6144,270,299,90.3,384,427,89.9,145,242,59.9,0,0.2,0.2,-0.2,3,54,5,0,52,30,41.0,23,7,0,16,39,23,38,23,15,45,75,150,1,Matches,994,962,31,29,0,7,3,2,0,0,0,0,809,1,11,6,0,0,24,8,0,3,45,20,0,0,1,115,46,19,70.8,Spain
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",94,Marko,,Dmitrovi\u0107,701,1992-01-24,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",140046,left,M. Dmitrovi\u0107,17322,Marko Dmitrović,Marko Dmitrović,Marko Dmitrović,rs SRB,GK,Eibar,25,1992,36.0,580,1163,49.9,26463,23662,46,47,97.9,134,136,98.5,399,974,41.0,0,0.0,0.2,0.0,1,82,1,0,1,4,36.4,4,0,0,4,11,7,1,0,1,2,6,26,2,Matches,1163,785,373,157,1,0,0,0,0,0,0,0,580,5,0,1,0,0,0,5,0,0,2,4,0,0,0,80,13,1,92.9,Spain
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",77,Nemanja,,Radoja,692,1993-02-06,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",140125,right,N. Radoja,null,Nemanja Radoja,Nemanja Radoja,Nemanja Radoja,rs SRB,MF,Celta Vigo,24,1993,12.3,523,611,85.6,8770,1890,247,281,87.9,223,250,89.2,39,51,76.5,1,0.6,0.5,0.4,7,51,5,1,62,18,37.5,6,8,4,3,8,5,8,2,6,10,28,11,0,Matches,611,597,13,13,0,3,4,0,0,0,0,0,523,1,8,3,0,0,11,15,1,4,10,16,0,0,0,64,19,14,57.6,Spain
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",71,Zakaria,,Bakkali,677,1996-01-26,168,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Belgium', 'id': '56', 'alpha3code': 'BEL', 'alpha2code': 'BE'}",239843,right,Z. Bakkali,null,Zakaria Bakkali,Zakaria Bakkali,Zakaria Bakkali,be BEL,"FW,MF",La Coruña,21,1996,10.1,232,307,75.6,3284,692,145,164,88.4,66,93,71.0,14,29,48.3,0,0.3,0.9,-0.3,8,13,3,2,30,12,28.6,7,4,1,4,14,10,5,0,5,4,16,6,0,Matches,307,287,16,1,1,0,36,6,9,4,0,0,232,4,9,5,0,0,14,20,4,36,4,10,0,0,0,46,4,11,26.7,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Rodrigo,,Ely,696,1993-11-03,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Brazil', 'id': '76', 'alpha3code': 'BRA', 'alpha2code': 'BR'}",208694,right,Rodrigo Ely,null,Rodrigo Ely,Rodrigo Ely,Rodrigo Ely,br BRA,DF,Alavés,23,1993,29.9,753,1040,72.4,16921,6729,199,250,79.6,396,475,83.4,152,292,52.1,0,0.4,0.2,-0.4,2,40,1,0,46,32,55.9,26,6,0,19,34,15,45,36,9,50,82,183,0,Matches,1040,951,81,75,2,19,1,6,0,0,0,0,753,8,6,11,1,1,29,19,2,1,50,18,0,3,0,128,109,45,70.8,Spain
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",75,Enes,,\u00dcnal,682,1997-05-10,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",274435,right,E. \u00dcnal,4687,Enes Ünal,Enes Ünal,Enes Ünal,tr TUR,FW,Levante,20,1997,6.6,104,140,74.3,1173,195,71,94,75.5,24,34,70.6,0,1,0.0,1,0.5,0.2,0.5,5,7,1,0,9,6,10.0,2,2,2,1,10,9,7,1,6,2,8,5,0,Matches,140,126,14,1,0,0,0,0,0,0,0,0,104,0,1,0,0,0,10,10,4,0,2,6,0,0,0,7,15,25,37.5,Spain
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",75,Enes,,\u00dcnal,682,1997-05-10,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",274435,right,E. \u00dcnal,4687,Enes Ünal,Enes Ünal,Enes Ünal,tr TUR,FW,Villarreal,20,1997,12.5,205,286,71.7,2352,582,146,179,81.6,43,65,66.2,3,5,60.0,2,1.7,1.6,0.3,9,12,3,0,19,9,0.0,0,4,5,0,12,12,16,3,13,4,13,11,0,Matches,286,274,11,0,2,1,5,0,0,0,0,0,205,1,14,1,0,0,32,25,9,5,4,5,0,0,0,32,41,47,46.6,Spain
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",76,Toni,,Kroos,675,1990-01-04,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14723,right,T. Kroos,3148,Toni Kroos,Toni Kroos,Toni Kroos,de GER,MF,Real Madrid,27,1990,25.1,1982,2235,88.7,36218,11344,920,965,95.3,736,810,90.9,277,377,73.5,7,5.7,6.1,1.3,64,251,34,7,274,55,37.3,19,29,7,22,59,37,20,2,18,16,71,10,1,Matches,2235,1995,233,91,9,61,148,10,132,36,64,0,1982,7,16,4,0,0,21,38,2,148,16,35,0,0,0,151,11,7,61.1,Spain
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",81,Zdravko,,Kuzmanovi\u0107,683,1987-09-22,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",14757,right,Z. Kuzmanovi\u0107,null,Zdravko Kuzmanović,Zdravko Kuzmanović,Zdravko Kuzmanović,rs SRB,MF,Málaga,29,1987,5.3,304,342,88.9,5473,1691,134,142,94.4,128,141,90.8,35,46,76.1,1,0.6,0.3,0.4,8,32,3,2,40,4,0.0,1,3,0,0,5,5,2,2,0,4,8,9,0,Matches,342,325,14,13,0,5,4,1,0,0,0,0,304,3,1,4,2,2,7,2,0,4,4,4,0,0,0,36,6,5,54.5,Spain
"{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",63,Takashi,,Inui,684,1988-06-02,169,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Japan', 'id': '392', 'alpha3code': 'JPN', 'alpha2code': 'JP'}",14836,right,T. Inui,12913,Takashi Inui,Takashi Inui,Takashi Inui,jp JPN,"MF,FW",Eibar,29,1988,29.2,710,936,75.9,10659,1703,407,470,86.6,234,303,77.2,45,93,48.4,2,1.9,1.9,0.1,26,39,17,10,68,39,31.0,12,19,8,13,42,29,36,0,36,18,57,10,0,Matches,936,891,40,5,4,16,67,23,12,1,7,1,710,5,27,4,0,0,40,49,5,67,18,21,0,0,0,127,13,32,28.9,Spain
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",85,Marc-Andr\u00e9,,ter Stegen,676,1992-04-30,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",15008,right,M. ter Stegen,3148,Marc-André ter Stegen,Marc-André ter Stegen,Marc-André ter Stegen,de GER,GK,Barcelona,25,1992,37.0,1068,1304,81.9,27867,19433,154,154,100.0,598,613,97.6,313,531,58.9,0,0.0,0.0,0.0,0,1,0,0,0,1,33.3,1,0,0,1,3,2,1,0,1,4,5,12,1,Matches,1304,989,313,51,0,6,0,0,0,0,0,0,1068,2,1,0,0,0,0,1,0,0,4,0,0,0,0,59,2,0,100.0,Spain
"{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",71,Antonio,,Rukavina,11042,1984-01-26,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Serbia', 'id': '688', 'alpha3code': 'SRB', 'alpha2code': 'RS'}",15214,right,A. Rukavina,17322,Antonio Rukavina,Antonio Rukavina,Antonio Rukavina,rs SRB,DF,Villarreal,33,1984,14.1,489,628,77.9,8304,3405,236,271,87.1,197,247,79.8,44,86,51.2,0,0.6,0.6,-0.6,8,27,8,5,36,25,68.0,12,9,4,17,25,8,11,3,8,16,41,68,0,Matches,628,483,143,8,1,0,27,135,0,0,0,0,489,2,12,5,0,0,18,3,0,27,16,22,0,1,0,59,9,11,45.0,Spain
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",81,Johannes,,Geis,680,1993-08-17,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",15455,right,J. Geis,null,Johannes Geis,Johannes Geis,Johannes Geis,de GER,"DF,MF",Sevilla,23,1993,7.5,316,379,83.4,6091,2559,128,144,88.9,135,155,87.1,47,70,67.1,1,0.5,0.5,0.5,5,37,3,1,26,20,52.4,12,7,1,11,21,10,13,5,8,10,30,27,1,Matches,379,356,21,17,0,9,9,3,1,1,0,0,316,2,1,0,0,0,9,1,0,9,10,15,0,0,0,57,6,7,46.2,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Gonzalo,,Escalante,701,1993-03-27,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",212644,right,G. Escalante,null,Gonzalo Escalante,Gonzalo Escalante,Gonzalo Escalante,ar ARG,MF,Eibar,24,1993,17.4,490,674,72.7,7937,1894,236,308,76.6,201,244,82.4,34,76,44.7,0,1.0,0.8,-1.0,10,46,8,2,64,59,43.6,21,32,6,17,39,22,26,3,23,32,91,19,0,Matches,674,661,8,5,1,9,10,3,0,0,0,0,490,5,15,3,0,0,25,16,0,10,32,35,0,0,0,110,46,39,54.1,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",76,Lucas ,,Hern\u00e1ndez Pi,679,1996-02-14,184,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",279545,left,L. Hern\u00e1ndez,4418,Lucas  Hernández Pi,Lucas Hernández,Lucas Hernández,fr FRA,DF,Atlético Madrid,21,1996,23.5,873,1084,80.5,13247,4704,481,538,89.4,298,356,83.7,56,120,46.7,1,0.3,0.5,0.7,6,38,4,1,49,93,74.3,51,35,7,55,74,19,35,10,25,40,133,90,0,Matches,1084,913,167,20,1,1,17,147,0,0,0,0,873,4,20,7,1,1,31,46,4,17,40,68,0,0,0,134,41,33,55.4,Spain
"{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",80,Armando,,Sadiku,695,1991-05-27,186,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Albania', 'id': '8', 'alpha3code': 'ALB', 'alpha2code': 'AL'}",50461,right,A. Sadiku,8731,Armando Sadiku,Armando Sadiku,Armando Sadiku,al ALB,FW,Levante,26,1991,3.0,53,71,74.6,687,179,31,39,79.5,18,23,78.3,0,2,0.0,0,0.0,0.0,0.0,1,5,0,0,6,1,0.0,0,1,0,0,1,1,4,2,2,2,3,2,0,Matches,71,65,5,0,0,1,1,0,0,0,0,0,53,1,0,1,0,0,6,1,2,1,2,1,0,0,0,9,10,26,27.8,Spain
"{'name': 'Macedonia FYR', 'id': '807', 'alpha3code': 'MKD', 'alpha2code': 'MK'}",64,Enis,,Bardhi,695,1995-07-02,169,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Macedonia FYR', 'id': '807', 'alpha3code': 'MKD', 'alpha2code': 'MK'}",280383,right,E. Bardhi,10073,Enis Bardhi,Enis Bardhi,Enis Bardhi,mk MKD,MF,Levante,22,1995,17.6,520,683,76.1,9176,2631,252,295,85.4,183,220,83.2,63,118,53.4,1,1.3,1.3,-0.3,23,83,8,0,91,39,26.3,14,16,9,10,38,28,11,0,11,16,55,7,0,Matches,683,602,78,27,2,15,55,6,42,15,15,3,520,3,14,8,0,0,39,25,3,55,16,26,0,0,0,93,4,15,21.1,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",70,Fabi\u00e1n,,Ruiz Pe\u00f1a,684,1996-04-03,189,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",346195,left,Fabi\u00e1n,1604,Fabián Ruiz Peña,Fabián Ruiz Peña,Fabián Ruiz Peña,es ESP,MF,Betis,21,1996,29.5,1813,2120,85.5,29626,7190,960,1057,90.8,633,723,87.6,168,212,79.2,6,2.2,2.2,3.8,33,188,30,2,211,83,35.6,34,40,9,26,73,47,35,3,32,42,125,36,1,Matches,2120,2063,47,34,6,21,15,11,2,0,1,0,1813,10,43,3,0,0,27,35,2,15,42,53,0,0,0,254,25,17,59.5,Spain
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",64,Emre,,Mor,692,1997-07-24,169,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Denmark', 'id': '208', 'alpha3code': 'DNK', 'alpha2code': 'DK'}",281255,left,E. Mor,null,Emre Mor,Emre Mor,Emre Mor,tr TUR,"FW,MF",Celta Vigo,20,1997,7.4,189,292,64.7,3004,654,106,135,78.5,57,84,67.9,18,42,42.9,2,2.2,2.1,-0.2,14,13,12,6,17,14,54.5,6,7,1,6,11,5,7,1,6,4,18,7,0,Matches,292,271,18,3,1,2,41,1,14,6,3,0,189,3,16,4,0,0,10,22,2,41,4,7,0,0,0,44,1,3,25.0,Spain
"{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",63,Jaime,,Sierra Mateos,712,1998-03-18,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Spain', 'id': '724', 'alpha3code': 'ESP', 'alpha2code': 'ES'}",396539,right,Jaime Sierra,null,Jaime Sierra Mateos,Jaime Sierra Mateos,Jaime Sierra Mateos,es ESP,"FW,MF",Leganés,19,1998,0.3,3,5,60.0,39,5,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,0,1,2,0,0,Matches,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",84,Daniele,,Bonera,682,1981-05-31,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20393,right,D. Bonera,null,Daniele Bonera,Daniele Bonera,Daniele Bonera,it ITA,DF,Villarreal,36,1981,13.2,493,569,86.6,10077,4150,174,186,93.5,235,254,92.5,79,119,66.4,1,0.6,0.2,0.4,3,42,2,0,48,16,66.7,8,7,1,10,15,5,17,12,5,12,28,72,0,Matches,569,536,31,30,1,5,0,1,0,0,0,0,493,2,2,4,1,0,14,11,0,0,12,11,0,1,0,48,15,8,65.2,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",79,Alberto,,Aquilani,,1984-07-07,186,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20401,right,A. Aquilani,null,Alberto Aquilani,Alberto Aquilani,Alberto Aquilani,it ITA,MF,Las Palmas,33,1984,14.4,838,1008,83.1,15743,4147,374,419,89.3,310,360,86.1,130,179,72.6,0,0.5,0.7,-0.5,12,86,6,0,80,33,35.5,13,17,3,11,31,20,20,4,16,23,56,23,0,Matches,1008,974,31,29,4,35,7,2,0,0,0,0,838,3,13,4,0,0,18,14,1,7,23,19,0,0,0,94,11,13,45.8,Spain
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",67,Mathieu,,Flamini,,1984-03-07,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",20406,right,M. Flamini,null,Mathieu Flamini,Mathieu Flamini,Mathieu Flamini,fr FRA,MF,Getafe,33,1984,5.3,98,148,66.2,1512,425,42,56,75.0,41,58,70.7,6,15,40.0,0,0.1,0.2,-0.1,1,7,1,0,11,11,44.4,3,7,1,4,9,5,2,0,2,8,19,8,0,Matches,148,145,1,1,0,0,3,0,0,0,0,0,98,2,3,2,1,1,15,1,0,3,8,5,0,0,0,27,12,3,80.0,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",74,Giampaolo,,Pazzini,695,1984-08-02,180,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",20536,right,G. Pazzini,null,Giampaolo Pazzini,Giampaolo Pazzini,Giampaolo Pazzini,it ITA,FW,Levante,32,1984,4.9,43,66,65.2,542,67,30,44,68.2,9,12,75.0,1,3,33.3,0,0.0,0.0,0.0,0,3,0,0,4,0,,0,0,0,0,0,0,1,0,1,1,1,1,0,Matches,66,51,15,0,1,0,1,0,0,0,0,0,43,0,1,1,0,0,10,11,5,1,1,0,0,0,0,6,4,12,25.0,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",76,Roberto,,Soriano,682,1991-02-08,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",20623,right,R. Soriano,null,Roberto Soriano,Roberto Soriano,Roberto Soriano,it ITA,"MF,FW",Villarreal,26,1991,12.7,395,511,77.3,5515,1416,249,293,85.0,113,138,81.9,16,29,55.2,0,0.7,0.8,-0.7,13,38,11,4,49,30,18.8,10,16,4,3,16,13,14,0,14,4,34,9,0,Matches,511,496,8,2,3,2,18,2,3,0,1,0,395,7,18,3,0,0,36,32,7,18,4,20,0,0,0,66,12,24,33.3,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",84,Ger\u00f3nimo,,Rulli,687,1992-05-20,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86212,right,G. Rulli,null,Gerónimo Rulli,Gerónimo Rulli,Gerónimo Rulli,ar ARG,GK,Real Sociedad,25,1992,26.0,847,1115,76.0,23365,16757,113,114,99.1,446,459,97.2,284,533,53.3,0,0.0,0.0,0.0,1,4,0,0,0,2,33.3,2,0,0,2,6,4,0,0,0,0,2,10,2,Matches,1115,882,228,77,0,4,0,0,0,0,0,0,847,5,0,3,0,0,1,2,0,0,0,1,0,1,0,43,1,0,100.0,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Atlético Madrid,23,1993,3.0,68,80,85.0,823,132,43,46,93.5,14,18,77.8,2,3,66.7,0,0.3,0.1,-0.3,1,2,0,0,5,5,0.0,1,2,2,0,3,3,3,0,3,3,8,3,0,Matches,80,78,2,0,0,0,1,0,0,0,0,0,68,0,2,1,0,0,4,7,1,1,3,4,0,0,0,11,1,4,20.0,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",69,Luciano,,Vietto,674,1993-12-05,173,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86307,right,L. Vietto,null,Luciano Vietto,Luciano Vietto,Luciano Vietto,ar ARG,FW,Valencia,23,1993,5.9,158,204,77.5,2190,469,99,113,87.6,38,54,70.4,11,16,68.8,1,1.4,0.8,-0.4,14,14,8,3,21,8,25.0,2,3,3,1,4,3,3,0,3,2,10,5,0,Matches,204,196,5,1,1,3,6,0,0,0,0,0,158,3,5,1,0,0,5,7,7,6,2,6,0,0,0,28,3,4,42.9,Spain
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",82,Leandro,,Chichizola,714,1990-03-27,185,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Argentina', 'id': '32', 'alpha3code': 'ARG', 'alpha2code': 'AR'}",86319,right,L. Chichizola,null,Leandro Chichizola,Leandro Chichizola,Leandro Chichizola,ar ARG,GK,Las Palmas,27,1990,27.0,807,1142,70.7,23394,17039,125,127,98.4,386,394,98.0,295,614,48.0,0,0.0,0.0,0.0,1,9,0,0,0,2,33.3,2,0,0,2,6,4,0,0,0,4,6,29,3,Matches,1142,809,328,98,0,3,0,0,0,0,0,0,807,5,1,2,0,0,0,6,0,0,4,0,0,0,0,38,12,2,85.7,Spain
