passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%,League
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",72,Julian,,Draxler,3767,1993-09-20,187,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",14862,right,J. Draxler,3148,Julian Draxler,Julian Draxler,Julian Draxler,de GER,"MF,FW",Paris S-G,23,1993,18.9,1255,1378,91.1,18371,3579,666,701,95.0,398,430,92.6,84,110,76.4,5,4.5,3.5,0.5,25,85,25,1,117,20,18.8,4,13,3,6,32,26,18,2,16,28,48,8,0,Matches,1378,1319,52,7,14,13,25,8,36,10,6,1,1255,7,12,1,0,0,14,10,2,25,28,14,0,0,0,108,10,9,52.6,France
"{'name': 'Italy', 'id': '380', 'alpha3code': 'ITA', 'alpha2code': 'IT'}",89,Diego,,Benaglio,19830,1983-09-08,194,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",14913,right,D. Benaglio,null,Diego Benaglio,Diego Benaglio,Diego Benaglio,ch SUI,GK,Monaco,33,1983,2.5,49,65,75.4,1413,1050,7,7,100.0,23,23,100.0,19,35,54.3,0,0.0,0.0,0.0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,65,36,29,6,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0,France
"{'name': 'South Africa', 'id': '710', 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",70,Keagan,,Dolly,3787,1993-01-22,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'South Africa', 'id': '710', 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",244335,left,K. Dolly,16424,Keagan Dolly,Keagan Dolly,Keagan Dolly,za RSA,"MF,FW",Montpellier,24,1993,9.8,340,446,76.2,5199,1619,192,220,87.3,105,133,78.9,27,54,50.0,2,1.6,1.5,0.4,28,30,11,6,46,12,9.1,2,7,3,1,11,10,11,0,11,1,13,2,0,Matches,446,380,64,8,0,3,64,17,35,3,25,0,340,2,15,1,0,0,3,2,2,64,1,7,0,0,0,49,6,12,33.3,France
"{'name': 'South Africa', 'id': '710', 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",76,Bongani,,Zungu,3789,1992-10-09,184,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'South Africa', 'id': '710', 'alpha3code': 'ZAF', 'alpha2code': 'ZA'}",244357,right,B. Zungu,16424,Bongani Zungu,Bongani Zungu,Bongani Zungu,za RSA,MF,Amiens,24,1992,23.2,897,1096,81.8,16698,4636,378,430,87.9,367,429,85.5,121,170,71.2,0,0.4,0.4,-0.4,12,66,2,1,90,54,42.9,21,26,7,24,56,32,30,5,25,38,92,41,2,Matches,1096,1065,27,26,0,26,12,1,0,0,0,0,897,4,13,5,0,0,37,23,0,12,38,37,0,0,0,177,30,32,48.4,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",78,Fallou,,Diagne,3777,1989-08-14,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",14990,right,F. Diagne,null,Fallou Diagne,Fallou Diagne,Fallou Diagne,sn SEN,"DF,MF",Metz,27,1989,24.9,794,1019,77.9,19726,7477,161,192,83.9,394,469,84.0,238,345,69.0,1,0.4,0.8,0.6,8,70,2,0,62,33,31.8,21,12,0,7,22,15,33,18,15,46,79,116,3,Matches,1019,973,41,39,0,25,2,1,0,0,0,0,794,5,9,8,2,0,29,5,2,2,46,20,0,0,0,163,62,30,67.4,France
"{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",90,Ivan,,Santini,3783,1989-05-21,190,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Croatia', 'id': '191', 'alpha3code': 'HRV', 'alpha2code': 'HR'}",15004,right,I. Santini,null,Ivan Santini,Ivan Santini,Ivan Santini,hr CRO,FW,Caen,28,1989,30.9,452,717,63.0,5861,897,269,400,67.3,124,189,65.6,17,27,63.0,1,1.4,1.2,-0.4,24,29,4,0,45,19,13.8,5,8,6,4,29,25,13,5,8,4,23,33,0,Matches,717,695,20,0,2,1,4,1,0,0,0,0,452,2,20,3,0,0,79,53,18,4,4,12,2,0,0,70,111,164,40.4,France
"{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",88,Kevin,,Trapp,3767,1990-07-08,189,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Germany', 'id': '276', 'alpha3code': 'DEU', 'alpha2code': 'DE'}",15062,right,K. Trapp,3148,Kevin Trapp,Kevin Trapp,Kevin Trapp,de GER,GK,Paris S-G,27,1990,4.0,85,92,92.4,1808,1270,19,19,100.0,57,58,98.3,8,13,61.5,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches,92,67,25,4,0,1,0,0,0,0,0,0,85,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",83,Lucas,,Tousart,3766,1997-04-29,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",342743,right,L. Tousart,4425,Lucas Tousart,Lucas Tousart,Lucas Tousart,fr FRA,MF,Lyon,20,1997,34.8,1323,1545,85.6,22331,5495,584,664,88.0,587,651,90.2,108,144,75.0,0,0.6,0.5,-0.6,13,75,5,0,105,98,38.8,41,55,2,38,98,60,41,16,25,52,150,79,0,Matches,1545,1508,34,33,5,11,5,1,0,0,0,0,1323,3,18,8,0,0,41,21,0,5,52,59,0,1,0,201,73,49,59.8,France
"{'name': 'Morocco', 'id': '504', 'alpha3code': 'MAR', 'alpha2code': 'MA'}",90,Anwar,,El Ghazi,3776,1995-05-03,189,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Netherlands', 'id': '528', 'alpha3code': 'NLD', 'alpha2code': 'NL'}",286553,right,A. El Ghazi,null,Anwar El Ghazi,Anwar El Ghazi,Anwar El Ghazi,nl NED,"FW,MF",Lille,22,1995,18.3,440,645,68.2,6222,1883,264,315,83.8,108,163,66.3,32,81,39.5,4,3.1,2.7,0.9,25,22,19,7,55,23,31.0,7,13,3,9,29,20,11,1,10,7,30,7,1,Matches,645,561,79,11,1,3,103,25,42,19,16,0,440,5,34,2,0,0,17,15,3,103,7,18,0,0,0,53,17,27,38.6,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Morgan,,Poaty,3787,1997-07-15,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",343116,left,M. Poaty,null,Morgan Poaty,Morgan Poaty,Morgan Poaty,cg CGO,DF,Montpellier,20,1997,1.9,69,96,71.9,1118,380,31,37,83.8,31,38,81.6,5,13,38.5,0,0.1,0.2,-0.1,1,2,3,2,6,0,0.0,0,0,0,0,1,1,5,3,2,1,1,2,0,Matches,96,75,21,2,0,0,11,19,0,0,0,0,69,0,4,1,0,0,2,3,0,11,1,0,0,0,0,11,1,1,50.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",69,Pierre,,Lees Melou,3775,1993-05-25,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",277629,right,P. Lees Melou,null,Pierre Lees Melou,Pierre Lees-Melou,Pierre Lees-Melou,fr FRA,"MF,FW",Nice,24,1993,32.1,1319,1626,81.1,22460,5642,648,719,90.1,460,549,83.8,149,241,61.8,6,5.4,4.9,0.6,57,120,24,2,163,78,35.5,29,39,10,27,76,49,52,11,41,34,112,38,2,Matches,1626,1535,87,14,2,31,108,9,63,20,41,0,1319,4,32,6,1,0,55,37,8,108,34,47,1,0,1,176,13,31,29.5,France
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",71,Bassem ,,Srarfi,3775,1997-06-25,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",408827,left,B. Srarfi,16276,Bassem  Srarfi,Bassem Srarfi,Bassem Srarfi,tn TUN,"FW,MF",Nice,20,1997,9.7,302,373,81.0,4547,869,173,191,90.6,102,126,81.0,18,27,66.7,0,0.8,0.9,-0.8,7,13,7,2,23,17,28.6,6,9,2,4,14,10,12,0,12,7,24,6,1,Matches,373,370,3,2,0,4,17,0,1,0,0,0,302,0,17,1,0,0,15,20,4,17,7,11,1,0,0,36,6,11,35.3,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",76,Rona\u00ebl,,Pierre-Gabriel,3782,1998-06-13,177,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",396616,right,R. Pierre-Gabriel,4425,Ronaël Pierre-Gabriel,Ronaël Pierre-Gabriel,Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,19,1998,13.0,523,642,81.5,8211,3177,268,302,88.7,212,250,84.8,29,55,52.7,0,0.3,0.4,-0.3,6,35,4,1,52,43,60.7,33,7,3,17,28,11,11,2,9,9,52,35,0,Matches,642,490,147,10,1,1,12,137,0,0,0,0,523,5,14,2,1,0,14,15,0,12,9,31,0,1,0,48,7,15,31.8,France
"{'name': 'Cape Verde Islands', 'id': '132', 'alpha3code': 'CPV', 'alpha2code': 'CV'}",85,Steven,,Fort\u00e8s,3780,1992-04-17,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",270306,right,Steven Fort\u00e8s,null,Steven Fortès,Steven Fortes,Steven Fortes,cv CPV,DF,Toulouse,25,1992,1.7,64,79,81.0,1384,697,16,17,94.1,36,42,85.7,11,19,57.9,0,0.0,0.0,0.0,0,13,0,0,12,4,33.3,3,1,0,1,3,2,0,0,0,3,7,6,0,Matches,79,77,2,2,0,0,0,0,0,0,0,0,64,0,0,1,0,0,3,0,0,0,3,2,0,0,0,17,1,2,33.3,France
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",82,Far\u00e8s,,Bahlouli,3776,1995-04-08,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",245807,right,F. Bahlouli,null,Farès Bahlouli,Farès Bahlouli,Farès Bahlouli,fr FRA,"MF,FW",Lille,22,1995,3.4,99,152,65.1,1813,591,48,58,82.8,30,49,61.2,16,31,51.6,0,0.7,0.5,-0.7,11,6,4,2,9,10,28.6,4,3,3,2,7,5,7,0,7,1,11,1,0,Matches,152,124,27,8,0,2,35,0,19,6,12,0,99,1,6,2,0,0,12,10,3,35,1,8,0,0,0,15,1,3,25.0,France
"{'name': 'Gambia', 'id': '270', 'alpha3code': 'GMB', 'alpha2code': 'GM'}",83,Saidy,,Janko,3782,1995-10-22,181,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",278867,right,S. Janko,null,Saidy Janko,Saidy Janko,Saidy Janko,gm GAM,DF,Saint-Étienne,21,1995,15.8,623,813,76.6,9228,3076,384,434,88.5,198,265,74.7,29,66,43.9,0,0.8,0.9,-0.8,4,54,11,7,61,43,58.3,25,14,4,14,24,10,21,1,20,14,57,50,0,Matches,813,618,194,10,0,1,57,183,1,0,0,0,623,1,33,4,0,0,23,12,0,57,14,30,0,1,0,82,16,17,48.5,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,Jules,,Kound\u00e9,3772,1998-11-12,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",410062,right,J. Kound\u00e9,null,Jules Koundé,Jules Koundé,Jules Koundé,fr FRA,DF,Bordeaux,18,1998,17.7,704,844,83.4,13655,5363,276,297,92.9,323,356,90.7,95,167,56.9,0,0.1,0.3,-0.1,3,52,3,0,63,26,76.5,19,7,0,13,17,4,14,11,3,14,40,97,0,Matches,844,817,25,25,4,12,1,0,0,0,0,0,704,2,6,1,0,0,9,6,1,1,14,19,0,0,0,106,30,34,46.9,France
"{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",76,Vincent,,R\u00fcfli,3804,1988-01-22,180,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Switzerland', 'id': '756', 'alpha3code': 'CHE', 'alpha2code': 'CH'}",49921,right,V. R\u00fcfli,null,Vincent Rüfli,Vincent Rüfli,Vincent Rüfli,ch SUI,"DF,FW",Dijon,29,1988,0.3,10,13,76.9,204,91,2,4,50.0,8,9,88.9,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,4,100.0,3,1,0,3,3,0,1,0,1,1,5,0,0,Matches,13,8,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,1,0.0,France
"{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",95,Tom\u00e1\u0161,,Koubek,3774,1992-08-26,198,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Czech Republic', 'id': '203', 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",82690,right,T. Koubek,11555,Tomáš Koubek,Tomáš Koubek,Tomáš Koubek,cz CZE,GK,Rennes,24,1992,34.0,571,973,58.7,19917,16051,57,58,98.3,228,236,96.6,285,676,42.2,0,0.0,0.1,0.0,0,24,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,3,3,22,3,Matches,973,574,399,130,0,6,0,0,0,0,0,0,571,0,2,0,0,0,1,3,0,0,3,0,0,1,0,49,16,1,94.1,France
"{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",80,Seydou,,Sy,19830,1995-12-12,192,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Senegal', 'id': '686', 'alpha3code': 'SEN', 'alpha2code': 'SN'}",344927,right,S. Sy,null,Seydou Sy,Seydou Sy,Seydou Sy,sn SEN,GK,Monaco,21,1995,2.8,60,93,64.5,2042,1691,8,8,100.0,21,21,100.0,31,63,49.2,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches,93,46,46,10,0,0,0,0,0,0,0,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0,France
"{'name': 'Tunisia', 'id': '788', 'alpha3code': 'TUN', 'alpha2code': 'TN'}",69,Ellyes,,Skhiri,3787,1995-05-10,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",246946,right,E. Skhiri,16276,Ellyes Skhiri,Ellyes Skhiri,Ellyes Skhiri,tn TUN,MF,Montpellier,22,1995,33.9,1355,1584,85.5,23643,6048,644,724,89.0,503,565,89.0,166,207,80.2,1,1.4,1.2,-0.4,32,128,18,1,178,89,42.0,34,47,8,37,88,51,59,10,49,77,166,57,4,Matches,1584,1552,28,26,7,27,8,2,0,0,0,0,1355,4,26,8,0,0,37,31,0,8,77,54,0,0,0,225,35,34,50.7,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",58,Vincent,,Koziello,2463,1995-10-28,168,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",279734,right,V. Koziello,null,Vincent Koziello,Vincent Koziello,Vincent Koziello,fr FRA,MF,Nice,21,1995,9.0,557,593,93.9,9518,2251,266,283,94.0,231,239,96.7,48,51,94.1,0,0.3,0.5,-0.3,7,43,1,0,44,16,31.3,9,5,2,5,16,11,8,3,5,19,35,7,1,Matches,593,575,17,14,1,3,0,3,0,0,0,0,557,1,6,3,0,0,11,13,1,0,19,8,0,0,0,59,3,13,18.8,France
"{'name': 'Algeria', 'id': '12', 'alpha3code': 'DZA', 'alpha2code': 'DZ'}",58,Maxime,,Lopez,3771,1997-12-04,167,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",280115,right,M. Lopez,4425,Maxime Lopez,Maxime Lopez,Maxime Lopez,fr FRA,"MF,FW",Marseille,19,1997,15.3,1292,1439,89.8,17990,5891,761,795,95.7,337,381,88.5,87,127,68.5,1,1.7,2.4,-0.7,30,120,21,8,159,30,21.4,12,12,6,12,56,44,16,2,14,7,37,6,1,Matches,1439,1375,59,27,5,7,46,9,21,9,7,0,1292,5,7,2,0,0,32,18,1,46,7,20,0,0,0,98,2,11,15.4,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",69,J\u00e9r\u00e9mie,,Porsan-Clemente,3787,1997-12-16,179,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",280116,right,J. Porsan-Clemente,null,Jérémie Porsan-Clemente,Jérémie Porsan-Clémenté,Jérémie Porsan-Clémenté,mq MTQ,DF,Montpellier,19,1997,1.0,24,40,60.0,353,150,15,18,83.3,6,13,46.2,2,6,33.3,0,0.1,0.0,-0.1,1,1,0,0,1,3,100.0,1,2,0,2,2,0,1,0,1,1,4,4,1,Matches,40,29,11,0,0,0,5,11,0,0,0,0,24,0,0,1,0,0,1,1,0,5,1,2,0,0,0,7,3,2,60.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,R\u00e9mi,,Walter,3795,1995-04-26,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",149053,left,R. Walter,null,Rémi Walter,Rémi Walter,Rémi Walter,fr FRA,"MF,FW",Nice,22,1995,5.5,206,234,88.0,3283,666,104,112,92.9,81,89,91.0,14,20,70.0,0,0.1,0.2,-0.1,4,21,3,1,20,11,42.9,4,6,1,3,7,4,2,1,1,5,16,3,0,Matches,234,230,4,1,0,3,2,2,1,1,0,0,206,0,4,0,0,0,10,0,0,2,5,7,0,0,0,32,7,7,50.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",70,R\u00e9mi,,Walter,3795,1995-04-26,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",149053,left,R. Walter,null,Rémi Walter,Rémi Walter,Rémi Walter,fr FRA,MF,Troyes,22,1995,11.1,351,427,82.2,5649,1538,193,218,88.5,109,129,84.5,34,51,66.7,1,0.1,0.2,0.9,2,39,2,1,36,23,8.7,9,13,1,2,23,21,7,3,4,11,34,14,0,Matches,427,417,10,9,0,4,7,0,1,1,0,0,351,0,5,1,0,0,10,7,0,7,11,10,0,0,0,91,9,32,22.0,France
"{'name': 'Mauritius', 'id': '480', 'alpha3code': 'MUS', 'alpha2code': 'MU'}",65,Wesley,,Sa\u00efd,3804,1995-04-19,171,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",149054,right,W. Sa\u00efd,null,Wesley Saïd,Wesley Saïd,Wesley Saïd,fr FRA,"FW,MF",Dijon,22,1995,20.4,376,506,74.3,5189,1178,219,260,84.2,115,160,71.9,16,41,39.0,2,2.1,2.0,-0.1,14,29,8,0,46,33,26.9,17,11,5,7,26,19,15,1,14,15,48,4,0,Matches,506,466,36,3,4,0,19,6,2,1,0,0,376,4,9,4,0,0,38,18,7,19,15,22,1,0,0,72,8,15,34.8,France
"{'name': 'Martinique', 'id': '474', 'alpha3code': 'MTQ', 'alpha2code': 'MQ'}",71,Tristan,,Dingom\u00e9,3795,1991-02-17,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",149062,left,T. Dingom\u00e9,null,Tristan Dingomé,Tristan Dingomé,Tristan Dingomé,cm CMR,MF,Troyes,26,1991,13.2,479,602,79.6,8577,2742,200,228,87.7,210,244,86.1,53,84,63.1,0,1.3,1.1,-1.3,14,57,12,2,68,25,38.5,12,9,4,5,13,8,12,0,12,12,37,16,1,Matches,602,590,9,4,3,3,21,2,2,0,0,0,479,3,17,4,0,0,15,8,1,21,12,20,0,0,0,88,7,10,41.2,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",84,Yoan,,Cardinale,3775,1994-03-27,181,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",214609,right,Y. Cardinale,null,Yoan Cardinale,Yoan Cardinale,Yoan Cardinale,fr FRA,GK,Nice,23,1994,10.0,235,283,83.0,6442,5059,43,43,100.0,113,115,98.3,79,125,63.2,0,0.0,0.0,0.0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,Matches,283,174,109,18,0,0,0,0,0,0,0,0,235,0,0,2,0,0,0,1,0,0,0,0,0,0,0,10,1,0,100.0,France
"{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",84,Karl-Johan,,Johnsson,3785,1990-01-28,187,"{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",50771,right,K. Johnsson,7047,Karl-Johan Johnsson,Karl-Johan Johnsson,Karl-Johan Johnsson,se SWE,GK,Guingamp,27,1990,38.0,749,1178,63.6,28129,22176,49,49,100.0,264,267,98.9,433,856,50.6,0,0.1,0.1,-0.1,2,22,2,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,14,4,Matches,1178,743,432,124,0,9,0,0,0,0,0,0,749,3,0,0,0,0,0,6,0,0,0,0,0,0,0,38,9,1,90.0,France
"{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",73,Valentin,,Eysseric,3176,1992-03-25,181,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",149076,right,V. Eysseric,null,Valentin Eysseric,Valentin Eysseric,Valentin Eysseric,fr FRA,FW,Nice,25,1992,1.0,58,76,76.3,969,258,29,34,85.3,19,22,86.4,7,14,50.0,0,0.2,0.2,-0.2,2,10,0,0,9,0,,0,0,0,0,0,0,4,0,4,1,1,0,0,Matches,76,66,10,4,0,3,10,0,6,2,4,0,58,0,2,0,0,0,1,0,1,10,1,0,0,0,0,3,0,1,0.0,France
"{'name': 'Togo', 'id': '764', 'alpha3code': 'TGO', 'alpha2code': 'TG'}",70,Jordan,,Amavi,3771,1994-03-09,176,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'France', 'id': '250', 'alpha3code': 'FRA', 'alpha2code': 'FR'}",214628,left,J. Amavi,null,Jordan Amavi,Jordan Amavi,Jordan Amavi,fr FRA,DF,Marseille,23,1994,24.4,1102,1370,80.4,16812,4999,585,645,90.7,379,472,80.3,84,139,60.4,5,2.0,2.0,3.0,21,57,17,9,90,52,41.1,32,12,8,23,56,33,28,11,17,45,97,86,1,Matches,1370,1133,229,26,2,5,60,203,0,0,0,0,1102,8,37,7,0,0,30,22,1,60,45,35,0,1,0,170,42,21,66.7,France
"{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",72,Almamy,,Tour\u00e9,19830,1996-04-28,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Mali', 'id': '466', 'alpha3code': 'MLI', 'alpha2code': 'ML'}",149101,right,A. Tour\u00e9,null,Almamy Touré,Almamy Touré,Almamy Touré,ml MLI,DF,Monaco,21,1996,13.9,464,657,70.6,7362,3894,243,296,82.1,180,250,72.0,31,69,44.9,5,2.6,1.7,2.4,17,40,12,8,62,51,60.0,31,13,7,18,30,12,15,2,13,22,73,61,0,Matches,657,509,143,9,1,3,46,134,0,0,0,0,464,5,20,3,0,0,28,4,2,46,22,29,0,1,0,82,32,22,59.3,France
"{'name': 'Turkey', 'id': '792', 'alpha3code': 'TUR', 'alpha2code': 'TR'}",69,Jimmy,,Durmaz,3780,1989-03-22,180,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Sweden', 'id': '752', 'alpha3code': 'SWE', 'alpha2code': 'SE'}",50812,left,J. Durmaz,7047,Jimmy Durmaz,Jimmy Durmaz,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,28,1989,11.4,364,538,67.7,6180,2178,203,252,80.6,116,178,65.2,41,85,48.2,3,2.2,2.0,0.8,22,50,17,5,60,16,42.9,5,5,6,6,14,8,2,0,2,14,30,9,0,Matches,538,464,71,31,2,6,60,14,23,17,6,0,364,3,22,5,0,0,24,14,0,60,14,9,1,0,0,65,10,8,55.6,France
